703	14	1
19	15	1
77	15	1
133	15	1
178	15	1
215	15	1
248	15	1
266	15	1
378	15	1
436	15	1
458	15	1
525	15	1
772	15	1
2	16	1
3	16	1
6	16	1
8	16	1
12	16	1
13	16	1
15	16	1
18	16	1
28	16	1
32	16	1
33	16	1
59	16	1
64	16	1
69	16	1
75	16	1
76	16	1
77	16	1
88	16	1
109	16	1
114	16	1
123	16	1
172	16	1
177	16	1
181	16	1
207	16	1
217	16	1
230	16	1
258	16	1
259	16	1
270	16	1
293	16	1
308	16	1
310	16	1
339	16	1
345	16	1
351	16	1
355	16	1
382	16	1
448	16	1
537	16	1
555	16	1
599	16	1
637	16	1
815	16	1
43	17	1
53	17	1
65	17	1
68	17	1
83	17	1
96	17	1
126	17	1
135	17	1
139	17	1
148	17	1
154	17	1
155	17	1
193	17	1
213	17	1
250	17	1
325	17	1
402	17	1
4	18	1
17	18	1
27	18	1
40	18	1
41	18	1
44	18	1
64	18	1
65	18	1
68	18	1
76	18	1
90	18	1
94	18	1
109	18	1
154	18	1
155	18	1
175	18	1
194	18	1
200	18	1
244	18	1
276	18	1
282	18	1
362	18	1
366	18	1
412	18	1
417	18	1
599	18	1
678	18	1
20	19	1
35	19	1
36	19	1
76	19	1
105	19	1
133	19	1
181	19	1
262	19	1
266	19	1
315	19	1
328	19	1
356	19	1
409	19	1
446	19	1
485	19	1
525	19	1
672	19	1
782	19	1
840	19	1
901	19	1
949	19	1
1026	19	1
35	20	1
36	20	1
46	20	1
133	20	1
142	20	1
243	20	1
262	20	1
312	20	1
356	20	1
474	20	1
596	20	1
597	20	1
701	20	1
834	20	1
1216	20	1
262	21	1
772	21	1
34	22	1
84	22	1
133	22	1
140	22	1
158	22	1
263	22	1
372	22	1
428	22	1
780	22	1
901	22	1
943	22	1
988	22	1
25	24	1
27	24	1
41	24	1
81	24	1
139	24	1
202	24	1
233	24	1
308	24	1
394	24	1
6	25	1
27	25	1
33	25	1
41	25	1
42	25	1
60	25	1
80	25	1
94	25	1
180	25	1
231	25	1
259	25	1
299	25	1
309	25	1
355	25	1
362	25	1
412	25	1
539	25	1
281	26	1
1069	26	1
4	27	1
14	27	1
18	27	1
25	27	1
28	27	1
29	27	1
32	27	1
40	27	1
60	27	1
68	27	1
76	27	1
77	27	1
94	27	1
126	27	1
155	27	1
171	27	1
172	27	1
181	27	1
217	27	1
231	27	1
244	27	1
259	27	1
268	27	1
276	27	1
293	27	1
351	27	1
357	27	1
366	27	1
368	27	1
410	27	1
438	27	1
463	27	1
537	27	1
539	27	1
702	27	1
706	27	1
790	27	1
854	27	1
882	27	1
3	28	1
6	28	1
13	28	1
17	28	1
25	28	1
27	28	1
32	28	1
59	28	1
64	28	1
68	28	1
69	28	1
76	28	1
77	28	1
80	28	1
123	28	1
152	28	1
155	28	1
171	28	1
194	28	1
215	28	1
276	28	1
288	28	1
297	28	1
362	28	1
412	28	1
438	28	1
460	28	1
540	28	1
989	28	1
21	29	1
23	29	1
25	29	1
27	29	1
33	29	1
42	29	1
64	29	1
76	29	1
95	29	1
113	29	1
119	29	1
147	29	1
154	29	1
180	29	1
190	29	1
263	29	1
268	29	1
299	29	1
308	29	1
315	29	1
332	29	1
371	29	1
372	29	1
403	29	1
458	29	1
618	29	1
729	29	1
772	29	1
849	29	1
963	29	1
988	29	1
32	30	1
28	31	1
32	31	1
33	31	1
41	31	1
57	31	1
58	31	1
62	31	1
109	31	1
114	31	1
122	31	1
138	31	1
228	31	1
285	31	1
361	31	1
467	31	1
499	31	1
815	31	1
11	32	1
14	32	1
17	32	1
28	32	1
31	32	1
33	32	1
35	32	1
40	32	1
41	32	1
44	32	1
58	32	1
60	32	1
61	32	1
65	32	1
69	32	1
75	32	1
76	32	1
77	32	1
88	32	1
90	32	1
94	32	1
114	32	1
116	32	1
137	32	1
152	32	1
171	32	1
180	32	1
184	32	1
207	32	1
213	32	1
236	32	1
242	32	1
251	32	1
258	32	1
271	32	1
281	32	1
282	32	1
321	32	1
350	32	1
361	32	1
410	32	1
467	32	1
469	32	1
473	32	1
476	32	1
491	32	1
552	32	1
617	32	1
815	32	1
6	33	1
8	33	1
11	33	1
25	33	1
32	33	1
41	33	1
57	33	1
58	33	1
60	33	1
61	33	1
69	33	1
75	33	1
76	33	1
77	33	1
80	33	1
88	33	1
111	33	1
114	33	1
116	33	1
122	33	1
137	33	1
138	33	1
139	33	1
171	33	1
174	33	1
177	33	1
181	33	1
193	33	1
213	33	1
230	33	1
236	33	1
258	33	1
259	33	1
288	33	1
293	33	1
302	33	1
303	33	1
308	33	1
320	33	1
338	33	1
348	33	1
355	33	1
361	33	1
394	33	1
439	33	1
447	33	1
448	33	1
525	33	1
536	33	1
540	33	1
573	33	1
619	33	1
708	33	1
815	33	1
1010	33	1
1047	33	1
20	34	1
22	34	1
84	34	1
140	34	1
174	34	1
263	34	1
327	34	1
526	34	1
743	34	1
780	34	1
19	35	1
20	35	1
32	35	1
36	35	1
37	35	1
73	35	1
84	35	1
103	35	1
105	35	1
133	35	1
134	35	1
150	35	1
174	35	1
178	35	1
208	35	1
225	35	1
243	35	1
262	35	1
263	35	1
264	35	1
266	35	1
268	35	1
278	35	1
312	35	1
315	35	1
340	35	1
356	35	1
391	35	1
409	35	1
428	35	1
446	35	1
452	35	1
474	35	1
475	35	1
672	35	1
696	35	1
743	35	1
813	35	1
837	35	1
840	35	1
842	35	1
884	35	1
943	35	1
19	36	1
20	36	1
35	36	1
37	36	1
46	36	1
72	36	1
133	36	1
262	36	1
264	36	1
266	36	1
328	36	1
356	36	1
376	36	1
436	36	1
445	36	1
884	36	1
943	36	1
19	37	1
20	37	1
36	37	1
668	37	1
1017	37	1
32	39	1
90	39	1
167	39	1
182	39	1
333	39	1
366	39	1
666	39	1
816	39	1
18	40	1
27	40	1
32	40	1
34	40	1
41	40	1
43	40	1
60	40	1
61	40	1
68	40	1
76	40	1
126	40	1
147	40	1
154	40	1
161	40	1
181	40	1
244	40	1
250	40	1
291	40	1
346	40	1
458	40	1
469	40	1
502	40	1
581	40	1
854	40	1
891	40	1
3	41	1
6	41	1
8	41	1
12	41	1
18	41	1
27	41	1
31	41	1
32	41	1
33	41	1
40	41	1
44	41	1
59	41	1
60	41	1
61	41	1
68	41	1
69	41	1
76	41	1
80	41	1
81	41	1
94	41	1
111	41	1
139	41	1
147	41	1
154	41	1
168	41	1
176	41	1
177	41	1
181	41	1
194	41	1
207	41	1
208	41	1
213	41	1
244	41	1
258	41	1
259	41	1
260	41	1
268	41	1
276	41	1
299	41	1
308	41	1
350	41	1
351	41	1
357	41	1
361	41	1
362	41	1
400	41	1
409	41	1
410	41	1
438	41	1
447	41	1
463	41	1
502	41	1
505	41	1
511	41	1
539	41	1
581	41	1
635	41	1
706	41	1
715	41	1
4	42	1
32	42	1
43	42	1
44	42	1
68	42	1
104	42	1
111	42	1
139	42	1
154	42	1
215	42	1
288	42	1
299	42	1
303	42	1
360	42	1
415	42	1
438	42	1
460	42	1
505	42	1
854	42	1
17	43	1
40	43	1
65	43	1
68	43	1
104	43	1
141	43	1
154	43	1
299	43	1
417	43	1
4	44	1
6	44	1
32	44	1
41	44	1
42	44	1
68	44	1
75	44	1
111	44	1
139	44	1
167	44	1
168	44	1
193	44	1
207	44	1
234	44	1
244	44	1
259	44	1
282	44	1
299	44	1
301	44	1
305	44	1
321	44	1
412	44	1
463	44	1
693	44	1
715	44	1
32	45	1
126	45	1
143	46	1
185	46	1
475	46	1
623	46	1
653	46	1
841	46	1
884	46	1
980	46	1
458	47	1
618	47	1
249	49	1
15	50	1
19	50	1
22	50	1
27	50	1
34	50	1
36	50	1
40	50	1
46	50	1
51	50	1
76	50	1
85	50	1
89	50	1
103	50	1
119	50	1
133	50	1
140	50	1
161	50	1
165	50	1
185	50	1
204	50	1
248	50	1
263	50	1
305	50	1
308	50	1
315	50	1
346	50	1
356	50	1
358	50	1
371	50	1
372	50	1
376	50	1
383	50	1
440	50	1
488	50	1
499	50	1
543	50	1
579	50	1
597	50	1
605	50	1
670	50	1
688	50	1
718	50	1
740	50	1
754	50	1
767	50	1
793	50	1
809	50	1
901	50	1
1048	50	1
1060	50	1
56	51	1
173	51	1
174	51	1
305	51	1
308	51	1
372	51	1
721	51	1
794	51	1
18	52	1
29	52	1
53	52	1
54	52	1
68	52	1
325	52	1
378	52	1
126	53	1
268	53	1
325	53	1
43	54	1
141	54	1
266	54	1
270	54	1
380	54	1
162	55	1
51	56	1
134	56	1
173	56	1
183	56	1
185	56	1
220	56	1
308	56	1
587	56	1
794	56	1
58	57	1
60	57	1
61	57	1
76	57	1
114	57	1
138	57	1
214	57	1
293	57	1
361	57	1
465	57	1
1218	57	1
6	58	1
33	58	1
41	58	1
49	58	1
57	58	1
60	58	1
61	58	1
77	58	1
114	58	1
116	58	1
122	58	1
138	58	1
177	58	1
212	58	1
213	58	1
228	58	1
230	58	1
241	58	1
249	58	1
285	58	1
294	58	1
302	58	1
320	58	1
361	58	1
389	58	1
513	58	1
815	58	1
885	58	1
1047	58	1
4	59	1
27	59	1
28	59	1
31	59	1
32	59	1
33	59	1
44	59	1
60	59	1
69	59	1
76	59	1
77	59	1
80	59	1
81	59	1
88	59	1
114	59	1
122	59	1
137	59	1
138	59	1
167	59	1
168	59	1
171	59	1
172	59	1
177	59	1
207	59	1
213	59	1
215	59	1
217	59	1
231	59	1
255	59	1
259	59	1
261	59	1
271	59	1
293	59	1
301	59	1
322	59	1
361	59	1
381	59	1
412	59	1
463	59	1
476	59	1
491	59	1
612	59	1
637	59	1
661	59	1
3	60	1
4	60	1
8	60	1
14	60	1
32	60	1
33	60	1
41	60	1
59	60	1
69	60	1
75	60	1
76	60	1
77	60	1
88	60	1
110	60	1
111	60	1
126	60	1
139	60	1
194	60	1
207	60	1
213	60	1
244	60	1
248	60	1
253	60	1
259	60	1
288	60	1
299	60	1
351	60	1
352	60	1
355	60	1
360	60	1
361	60	1
362	60	1
463	60	1
661	60	1
17	61	1
32	61	1
33	61	1
40	61	1
41	61	1
57	61	1
58	61	1
60	61	1
65	61	1
68	61	1
76	61	1
88	61	1
94	61	1
106	61	1
111	61	1
112	61	1
113	61	1
114	61	1
122	61	1
126	61	1
138	61	1
139	61	1
147	61	1
168	61	1
171	61	1
193	61	1
213	61	1
223	61	1
228	61	1
236	61	1
241	61	1
244	61	1
249	61	1
259	61	1
260	61	1
285	61	1
302	61	1
351	61	1
355	61	1
361	61	1
396	61	1
453	61	1
467	61	1
491	61	1
520	61	1
572	61	1
576	61	1
608	61	1
815	61	1
31	62	1
122	62	1
3	64	1
18	64	1
27	64	1
32	64	1
33	64	1
60	64	1
65	64	1
68	64	1
77	64	1
89	64	1
104	64	1
118	64	1
131	64	1
154	64	1
171	64	1
175	64	1
193	64	1
194	64	1
199	64	1
202	64	1
207	64	1
231	64	1
234	64	1
244	64	1
246	64	1
258	64	1
259	64	1
260	64	1
276	64	1
292	64	1
296	64	1
306	64	1
322	64	1
355	64	1
382	64	1
394	64	1
409	64	1
501	64	1
505	64	1
552	64	1
564	64	1
581	64	1
678	64	1
681	64	1
17	65	1
32	65	1
40	65	1
42	65	1
43	65	1
68	65	1
104	65	1
140	65	1
141	65	1
154	65	1
258	65	1
299	65	1
352	65	1
355	65	1
366	65	1
416	65	1
417	65	1
418	65	1
715	65	1
671	66	1
674	66	1
780	66	1
88	67	1
126	67	1
252	67	1
380	67	1
525	67	1
11	68	1
17	68	1
42	68	1
43	68	1
44	68	1
54	68	1
64	68	1
65	68	1
76	68	1
77	68	1
81	68	1
88	68	1
94	68	1
104	68	1
109	68	1
111	68	1
126	68	1
139	68	1
147	68	1
154	68	1
155	68	1
171	68	1
193	68	1
232	68	1
234	68	1
244	68	1
250	68	1
258	68	1
270	68	1
271	68	1
276	68	1
299	68	1
346	68	1
351	68	1
352	68	1
366	68	1
394	68	1
415	68	1
463	68	1
534	68	1
537	68	1
578	68	1
599	68	1
635	68	1
691	68	1
715	68	1
4	69	1
6	69	1
8	69	1
28	69	1
32	69	1
33	69	1
41	69	1
60	69	1
68	69	1
75	69	1
76	69	1
77	69	1
88	69	1
94	69	1
104	69	1
111	69	1
114	69	1
144	69	1
169	69	1
175	69	1
177	69	1
180	69	1
194	69	1
207	69	1
213	69	1
229	69	1
244	69	1
259	69	1
261	69	1
337	69	1
361	69	1
412	69	1
448	69	1
459	69	1
469	69	1
476	69	1
505	69	1
539	69	1
661	69	1
815	69	1
1223	69	1
20	72	1
35	72	1
36	72	1
391	72	1
431	72	1
436	72	1
544	72	1
820	72	1
119	73	1
127	73	1
184	73	1
185	73	1
186	73	1
187	73	1
225	73	1
278	73	1
279	73	1
308	73	1
328	73	1
372	73	1
375	73	1
443	73	1
461	73	1
462	73	1
475	73	1
538	73	1
607	73	1
697	73	1
842	73	1
929	73	1
1005	73	1
1242	73	1
77	74	1
247	74	1
325	74	1
8	75	1
32	75	1
33	75	1
60	75	1
69	75	1
77	75	1
88	75	1
106	75	1
193	75	1
207	75	1
213	75	1
321	75	1
361	75	1
513	75	1
815	75	1
8	76	1
11	76	1
12	76	1
14	76	1
18	76	1
25	76	1
27	76	1
28	76	1
29	76	1
33	76	1
40	76	1
41	76	1
59	76	1
60	76	1
61	76	1
64	76	1
68	76	1
69	76	1
75	76	1
77	76	1
80	76	1
104	76	1
111	76	1
118	76	1
147	76	1
154	76	1
155	76	1
156	76	1
167	76	1
168	76	1
171	76	1
172	76	1
174	76	1
181	76	1
193	76	1
194	76	1
199	76	1
202	76	1
207	76	1
215	76	1
217	76	1
231	76	1
244	76	1
259	76	1
268	76	1
281	76	1
293	76	1
301	76	1
302	76	1
308	76	1
310	76	1
346	76	1
352	76	1
355	76	1
357	76	1
361	76	1
400	76	1
409	76	1
438	76	1
447	76	1
458	76	1
459	76	1
460	76	1
502	76	1
505	76	1
534	76	1
537	76	1
539	76	1
566	76	1
572	76	1
581	76	1
599	76	1
706	76	1
729	76	1
790	76	1
854	76	1
882	76	1
891	76	1
1223	76	1
6	77	1
8	77	1
32	77	1
33	77	1
60	77	1
69	77	1
75	77	1
76	77	1
80	77	1
88	77	1
137	77	1
215	77	1
259	77	1
260	77	1
303	77	1
308	77	1
355	77	1
361	77	1
394	77	1
505	77	1
3	80	1
4	80	1
6	80	1
31	80	1
33	80	1
41	80	1
59	80	1
76	80	1
77	80	1
88	80	1
111	80	1
114	80	1
171	80	1
194	80	1
207	80	1
231	80	1
244	80	1
259	80	1
345	80	1
360	80	1
361	80	1
412	80	1
467	80	1
469	80	1
537	80	1
539	80	1
592	80	1
18	81	1
41	81	1
68	81	1
77	81	1
126	81	1
308	81	1
315	81	1
469	81	1
25	83	1
35	83	1
95	83	1
97	83	1
193	83	1
310	83	1
382	83	1
539	83	1
753	83	1
15	84	1
19	84	1
264	84	1
315	84	1
391	84	1
477	84	1
780	84	1
794	84	1
256	87	1
386	87	1
1109	87	1
6	88	1
11	88	1
18	88	1
32	88	1
42	88	1
60	88	1
75	88	1
111	88	1
126	88	1
169	88	1
177	88	1
213	88	1
255	88	1
282	88	1
412	88	1
513	88	1
637	88	1
815	88	1
939	88	1
64	89	1
178	89	1
240	89	1
312	89	1
375	89	1
403	89	1
569	89	1
17	90	1
18	90	1
39	90	1
41	90	1
76	90	1
89	90	1
116	90	1
147	90	1
259	90	1
324	90	1
366	90	1
599	90	1
92	91	1
134	92	1
206	92	1
305	92	1
1016	92	1
1123	92	1
18	94	1
32	94	1
41	94	1
60	94	1
61	94	1
68	94	1
69	94	1
75	94	1
76	94	1
80	94	1
88	94	1
98	94	1
104	94	1
121	94	1
139	94	1
152	94	1
207	94	1
351	94	1
476	94	1
539	94	1
635	94	1
72	95	1
83	95	1
185	95	1
186	95	1
190	95	1
385	95	1
392	95	1
405	95	1
753	95	1
772	95	1
33	96	1
98	96	1
248	96	1
83	97	1
95	97	1
186	97	1
187	97	1
315	97	1
519	97	1
753	97	1
167	98	1
207	98	1
294	98	1
351	98	1
1153	99	1
129	103	1
184	103	1
392	103	1
679	103	1
3	104	1
8	104	1
12	104	1
27	104	1
42	104	1
43	104	1
59	104	1
64	104	1
65	104	1
68	104	1
76	104	1
94	104	1
113	104	1
124	104	1
139	104	1
152	104	1
154	104	1
155	104	1
171	104	1
207	104	1
244	104	1
258	104	1
259	104	1
299	104	1
308	104	1
310	104	1
352	104	1
366	104	1
370	104	1
409	104	1
416	104	1
417	104	1
438	104	1
463	104	1
476	104	1
555	104	1
706	104	1
790	104	1
849	104	1
36	105	1
133	105	1
266	105	1
378	105	1
436	105	1
485	105	1
1154	105	1
8	106	1
33	106	1
60	106	1
61	106	1
111	106	1
207	106	1
361	106	1
476	106	1
535	106	1
7	107	1
744	107	1
839	107	1
981	107	1
866	108	1
258	109	1
552	109	1
32	110	1
33	110	1
61	110	1
80	110	1
88	110	1
111	110	1
259	110	1
355	110	1
382	110	1
818	110	1
4	111	1
6	111	1
33	111	1
41	111	1
60	111	1
69	111	1
88	111	1
110	111	1
194	111	1
244	111	1
259	111	1
282	111	1
310	111	1
355	111	1
412	111	1
463	111	1
599	111	1
706	111	1
12	112	1
25	112	1
61	112	1
104	112	1
111	112	1
215	112	1
231	112	1
258	112	1
276	112	1
301	112	1
351	112	1
574	112	1
32	113	1
61	113	1
104	113	1
121	113	1
146	113	1
155	113	1
177	113	1
234	113	1
288	113	1
351	113	1
362	113	1
6	114	1
11	114	1
17	114	1
25	114	1
31	114	1
32	114	1
33	114	1
39	114	1
41	114	1
58	114	1
59	114	1
61	114	1
76	114	1
80	114	1
113	114	1
123	114	1
138	114	1
167	114	1
171	114	1
175	114	1
177	114	1
193	114	1
207	114	1
213	114	1
227	114	1
228	114	1
233	114	1
236	114	1
244	114	1
259	114	1
285	114	1
293	114	1
302	114	1
320	114	1
336	114	1
355	114	1
409	114	1
439	114	1
467	114	1
595	114	1
712	114	1
815	114	1
1046	114	1
19	115	1
35	115	1
41	115	1
64	115	1
77	115	1
133	115	1
171	115	1
187	115	1
202	115	1
355	115	1
505	115	1
599	115	1
58	116	1
67	116	1
90	116	1
122	116	1
209	116	1
212	116	1
281	116	1
377	116	1
505	116	1
1010	116	1
64	118	1
171	118	1
264	118	1
394	118	1
120	119	1
184	119	1
186	119	1
268	119	1
305	119	1
308	119	1
315	119	1
332	119	1
371	119	1
372	119	1
392	119	1
458	119	1
536	119	1
670	119	1
792	119	1
840	119	1
874	119	1
51	120	1
73	120	1
119	120	1
184	120	1
186	120	1
328	120	1
372	120	1
451	120	1
475	120	1
607	120	1
624	120	1
651	120	1
667	120	1
874	120	1
910	120	1
1154	120	1
10	121	1
77	121	1
113	121	1
3	122	1
12	122	1
32	122	1
33	122	1
57	122	1
58	122	1
61	122	1
114	122	1
116	122	1
126	122	1
138	122	1
172	122	1
193	122	1
213	122	1
230	122	1
293	122	1
302	122	1
361	122	1
388	122	1
420	122	1
467	122	1
491	122	1
706	122	1
1037	122	1
1047	122	1
1112	122	1
6	124	1
8	124	1
15	124	1
32	124	1
42	124	1
58	124	1
60	124	1
61	124	1
69	124	1
75	124	1
77	124	1
88	124	1
104	124	1
116	124	1
121	124	1
126	124	1
137	124	1
180	124	1
207	124	1
228	124	1
229	124	1
230	124	1
242	124	1
244	124	1
247	124	1
258	124	1
261	124	1
321	124	1
361	124	1
438	124	1
448	124	1
540	124	1
557	124	1
626	124	1
751	124	1
939	124	1
32	125	1
119	125	1
854	125	1
8	126	1
17	126	1
30	126	1
32	126	1
33	126	1
44	126	1
45	126	1
54	126	1
58	126	1
61	126	1
68	126	1
81	126	1
116	126	1
122	126	1
135	126	1
136	126	1
147	126	1
155	126	1
168	126	1
193	126	1
207	126	1
213	126	1
229	126	1
236	126	1
258	126	1
259	126	1
261	126	1
305	126	1
355	126	1
357	126	1
381	126	1
409	126	1
410	126	1
458	126	1
558	126	1
576	126	1
670	126	1
703	126	1
733	126	1
854	126	1
1047	126	1
73	127	1
120	127	1
128	127	1
185	127	1
186	127	1
279	127	1
328	127	1
461	127	1
475	127	1
477	127	1
485	127	1
543	127	1
667	127	1
781	127	1
120	128	1
127	128	1
279	128	1
328	128	1
414	128	1
461	128	1
624	128	1
862	128	1
980	128	1
35	129	1
103	129	1
15	133	1
19	133	1
20	133	1
35	133	1
36	133	1
105	133	1
119	133	1
266	133	1
268	133	1
308	133	1
371	133	1
372	133	1
378	133	1
392	133	1
432	133	1
436	133	1
452	133	1
525	133	1
35	134	1
36	134	1
166	134	1
185	134	1
386	134	1
398	134	1
418	134	1
429	134	1
432	134	1
542	134	1
770	134	1
17	135	1
126	135	1
35	136	1
315	136	1
6	137	1
32	137	1
33	137	1
60	137	1
76	137	1
80	137	1
236	137	1
281	137	1
355	137	1
361	137	1
447	137	1
6	138	1
12	138	1
58	138	1
60	138	1
110	138	1
135	138	1
137	138	1
193	138	1
230	138	1
293	138	1
310	138	1
384	138	1
409	138	1
439	138	1
448	138	1
466	138	1
4	139	1
13	139	1
17	139	1
18	139	1
29	139	1
32	139	1
33	139	1
41	139	1
42	139	1
44	139	1
60	139	1
61	139	1
68	139	1
94	139	1
104	139	1
111	139	1
152	139	1
155	139	1
175	139	1
193	139	1
200	139	1
213	139	1
235	139	1
242	139	1
258	139	1
259	139	1
276	139	1
294	139	1
299	139	1
308	139	1
351	139	1
362	139	1
375	139	1
409	139	1
473	139	1
537	139	1
668	139	1
681	139	1
979	139	1
65	140	1
141	140	1
153	140	1
155	140	1
308	140	1
346	140	1
409	140	1
12	141	1
18	141	1
43	141	1
54	141	1
76	141	1
104	141	1
137	141	1
154	141	1
258	141	1
266	141	1
276	141	1
299	141	1
309	141	1
513	141	1
790	141	1
19	142	1
35	142	1
46	142	1
73	142	1
143	142	1
185	142	1
315	142	1
371	142	1
385	142	1
461	142	1
623	142	1
862	142	1
988	142	1
142	143	1
69	144	1
169	144	1
337	144	1
460	144	1
464	144	1
528	144	1
599	144	1
56	145	1
97	145	1
480	145	1
587	145	1
632	145	1
33	146	1
77	146	1
148	146	1
149	146	1
180	146	1
13	147	1
40	147	1
41	147	1
68	147	1
76	147	1
171	147	1
193	147	1
244	147	1
308	147	1
346	147	1
362	147	1
409	147	1
502	147	1
715	147	1
790	147	1
854	147	1
180	148	1
97	149	1
147	149	1
187	149	1
19	150	1
35	150	1
151	150	1
272	150	1
392	150	1
538	150	1
598	150	1
624	150	1
672	150	1
714	150	1
765	150	1
794	150	1
3	152	1
4	152	1
6	152	1
8	152	1
28	152	1
32	152	1
42	152	1
44	152	1
60	152	1
68	152	1
76	152	1
77	152	1
88	152	1
94	152	1
104	152	1
121	152	1
167	152	1
175	152	1
207	152	1
244	152	1
258	152	1
299	152	1
310	152	1
321	152	1
361	152	1
412	152	1
463	152	1
76	153	1
264	153	1
4	154	1
65	154	1
81	154	1
153	154	1
155	154	1
308	154	1
366	154	1
18	155	1
25	155	1
27	155	1
28	155	1
32	155	1
33	155	1
42	155	1
68	155	1
76	155	1
104	155	1
113	155	1
139	155	1
158	155	1
181	155	1
193	155	1
204	155	1
207	155	1
233	155	1
235	155	1
242	155	1
246	155	1
248	155	1
259	155	1
288	155	1
293	155	1
303	155	1
314	155	1
409	155	1
431	155	1
452	155	1
501	155	1
557	155	1
572	155	1
790	155	1
1191	155	1
15	156	1
19	156	1
32	156	1
155	156	1
409	156	1
185	157	1
272	157	1
274	157	1
358	157	1
430	157	1
461	157	1
697	157	1
827	157	1
22	158	1
34	158	1
35	158	1
51	158	1
84	158	1
119	158	1
134	158	1
166	158	1
186	158	1
262	158	1
263	158	1
281	158	1
308	158	1
327	158	1
372	158	1
428	158	1
480	158	1
544	158	1
573	158	1
705	158	1
743	158	1
771	158	1
780	158	1
949	158	1
263	161	1
743	161	1
876	161	1
15	162	1
266	162	1
243	163	1
312	163	1
474	163	1
596	163	1
597	163	1
165	164	1
607	164	1
166	165	1
272	165	1
358	165	1
1154	165	1
119	166	1
185	166	1
281	166	1
315	166	1
358	166	1
405	166	1
429	166	1
461	166	1
480	166	1
536	166	1
610	166	1
8	167	1
12	167	1
28	167	1
32	167	1
59	167	1
64	167	1
76	167	1
112	167	1
138	167	1
152	167	1
168	167	1
169	167	1
170	167	1
171	167	1
172	167	1
194	167	1
244	167	1
255	167	1
261	167	1
293	167	1
366	167	1
412	167	1
460	167	1
574	167	1
18	168	1
27	168	1
32	168	1
41	168	1
61	168	1
76	168	1
80	168	1
94	168	1
114	168	1
213	168	1
217	168	1
240	168	1
357	168	1
361	168	1
362	168	1
438	168	1
465	168	1
706	168	1
712	168	1
815	168	1
32	169	1
68	169	1
69	169	1
88	169	1
144	169	1
170	169	1
207	169	1
234	169	1
242	169	1
282	169	1
337	169	1
412	169	1
460	169	1
535	169	1
678	169	1
828	169	1
882	169	1
887	169	1
32	170	1
12	171	1
19	171	1
28	171	1
32	171	1
33	171	1
40	171	1
41	171	1
44	171	1
58	171	1
59	171	1
61	171	1
64	171	1
65	171	1
68	171	1
76	171	1
77	171	1
80	171	1
88	171	1
104	171	1
119	171	1
147	171	1
153	171	1
154	171	1
155	171	1
168	171	1
172	171	1
181	171	1
193	171	1
208	171	1
217	171	1
230	171	1
233	171	1
244	171	1
248	171	1
288	171	1
293	171	1
351	171	1
362	171	1
366	171	1
394	171	1
400	171	1
409	171	1
465	171	1
499	171	1
525	171	1
537	171	1
581	171	1
612	171	1
1018	171	1
27	172	1
41	172	1
59	172	1
76	172	1
88	172	1
167	172	1
168	172	1
171	172	1
208	172	1
217	172	1
242	172	1
293	172	1
326	172	1
513	172	1
539	172	1
658	172	1
51	173	1
56	173	1
133	173	1
136	173	1
158	173	1
174	173	1
327	173	1
470	173	1
33	174	1
36	174	1
40	174	1
155	174	1
161	174	1
230	174	1
266	174	1
327	174	1
452	174	1
494	174	1
